ftime(hr)    y01   DS02   LG02   HWFI   AVNI   VMXC   DV12   SLAT   SSTN   SHDC   DTL 
  12         6.5   -0.5   -6.5    2.5    4.5   73.5  -10.0   41.0   21.7   24.8  524.0
  12         2.0    1.0   -5.0    0.0    4.0   68.0   -5.0   43.8   16.7   29.1  351.7
  12         1.5    3.5    1.5   -1.5   -3.5   28.5    0.0   19.4   28.4   18.3   79.0
  12         2.7   -0.3   -0.3    0.0    0.7   42.3    0.0   31.6   24.8    7.7  221.3
  12         8.0    0.0    0.0    0.0    0.0   42.0    0.0   31.6   24.5   10.2  231.7
  12         8.5   -0.5   -0.5    3.5   -2.5   41.5    0.0   31.7   24.3   13.5  235.0
  12        -1.2   -0.2    1.8    2.8   -4.2   51.2   10.0   32.1   24.3   19.8  207.7
  12        -3.8    0.2    1.2   -0.8   -0.8   48.8    5.0   32.5   24.1   19.2  164.7
  12        -2.2   -1.2   -0.2   -1.2    2.8   47.2    0.0   32.9   22.9   20.9  106.0
  12        -5.2    0.8    1.8   -4.2    1.8   45.2    0.0   33.1   22.2   19.8   84.0
  12        -9.0    2.0    2.0   -5.0    1.0   44.0    0.0   33.4   21.2   19.4   52.3
  12        -0.5    0.5    0.5   -1.5    0.5   30.5   -5.0   34.1   19.8   15.4  -22.3
  12        -1.0   -1.0   -1.0    2.0    0.0   31.0  -10.0   34.4   19.2   11.3  -59.3
  12         2.5    0.5    0.5   -1.5    0.5   27.5  -10.0   34.7   18.8   11.2  -61.3
  12         9.5   -2.5   -1.5    3.5    0.5   40.5    5.0   28.3   28.8   11.0   26.7
  12         0.0   -5.0   -4.0    3.0    6.0   40.0    5.0   29.0   28.9   12.8  -53.3
  12        -8.0   -3.0   -3.0   -1.0    7.0   38.0    5.0   29.1   29.0   16.0  -97.7
  12         1.5    0.5    0.5   -4.5    3.5   28.5  -15.0   30.0   28.9   16.4 -179.0
  12        -2.5    0.5    0.5   -1.5    0.5   27.5  -20.0   31.5   28.5   15.5 -323.0
  12        -6.5   -0.5    0.5    0.0    0.0   51.5   15.0   38.7   26.4   32.2  464.7
  12         0.5    1.5   -0.5   -4.5    3.5   44.5    0.0   39.7   24.9   32.1  435.7
  12         3.0    2.0   -1.0   -2.0    1.0   37.0   -5.0   40.7   23.0   33.8  394.0
  12         0.3    0.3   -0.7    0.3    0.0   44.7   10.0   11.0   27.7    4.4 1561.7
  12        -9.2    3.8    2.8   -0.2   -6.2   54.2   15.0   11.3   27.7    4.9 1533.0
  12        -2.8    0.2    1.2   -2.8    1.2   52.8   10.0   11.5   27.3    5.5 1444.3
  12         6.2    0.2   -1.8    2.2   -0.8   48.8    0.0   11.4   27.4    7.0 1334.7
  12        11.0    0.0   -2.0    2.0    0.0   49.0    0.0   11.6   27.4    6.9 1289.7
  12        19.0    3.0    1.0   -1.0   -3.0   46.0    0.0   12.2   27.2    5.1 1277.7
  12        30.5    5.5    3.5   -2.5   -6.5   44.5    0.0   12.4   27.2    3.3 1229.0
  12        22.0    3.0    3.0   -4.0   -2.0   63.0   10.0   12.7   27.1    1.9 1171.7
  12        29.2    3.2    2.2    0.2   -5.8   65.8    5.0   13.2   26.9    2.5 1156.3
  12        38.5    2.5    2.5   -2.5   -2.5   71.5    5.0   13.6   26.9    2.2 1132.7
  12        32.0    3.0    3.0    2.0   -8.0   73.0    5.0   13.9   27.1    2.3 1108.3
  12        11.0    2.0    4.0    0.0   -6.0   84.0   15.0   14.2   27.1    9.8 1095.0
  12       -11.2    2.8    4.8    2.8  -10.2   96.2   25.0   14.6   27.2   10.2 1101.3
  12       -11.8    4.2    5.2   -8.8   -0.8   86.8   10.0   14.9   27.2   11.4 1101.3
  12       -11.5    1.5   -0.5   -4.5    3.5   76.5  -15.0   15.3   27.3   12.2 1085.0
  12       -19.8   -0.8   -2.8   -0.8    4.2   74.8  -15.0   15.5   27.4   11.9 1034.0
  12        -9.5    2.5    1.5    5.5   -9.5   59.5  -15.0   15.9   27.6   17.8  957.3
  12         1.5    2.5   -1.5   -1.5    0.5   43.5  -25.0   15.9   27.8   17.7  831.0
  12        -1.5    1.5   -1.5   -0.5    0.5   41.5  -20.0   15.9   28.3   17.6  746.7
  12         0.2    1.2    0.2   -1.8    0.2   39.8  -10.0   15.9   28.4   17.8  662.0
  12        -0.2    2.8    1.8   -1.2   -3.2   35.2   -5.0   15.8   28.5   18.5  590.0
  12        -1.8    0.2   -1.8    0.2    1.2   31.8  -10.0   15.8   28.5   14.3  533.3
  12        -7.0   -1.0   -1.0    6.0   -4.0   42.0    0.0   14.9   27.6   10.2 1106.0
  12        -6.5   -1.5   -1.5    6.5   -3.5   41.5    0.0   15.4   27.7   11.4 1073.7
  12         1.8   -0.2   -0.2    1.8   -1.2   33.2   -5.0   15.7   27.8   12.6  982.7
  12         7.5    0.5   -0.5    1.5   -1.5   32.5   -5.0   16.2   28.0   15.2  872.3
  12         5.2    0.2    0.2    1.2   -1.8   34.8    0.0   16.2   28.1   15.2  763.3
  12        -0.8    1.2    2.2    0.2   -3.8   40.8    5.0   16.6   28.3   15.6  695.3
  12         3.8    0.8    1.8   -0.2   -2.2   41.2    5.0   16.8   28.4   16.9  610.0
  12         2.8   -1.2   -2.2    1.8    1.8   42.2    0.0   17.2   28.5   18.3  517.0
  12        -2.8    0.2    0.2   -3.8    3.2   47.8    5.0   17.3   28.5   19.2  387.0
  12        -3.5    0.5    0.5   -3.5    2.5   48.5    5.0   17.1   28.7   20.2  240.0
  12         4.5   -2.5   -3.5    0.5    5.5   40.5   -5.0   17.2   28.8   22.1  159.0
  12         6.5   -1.5   -5.5    4.5    2.5   38.5   -5.0   17.5   28.9   23.8   89.7
  12        15.0    5.0    4.0   -4.0   -5.0   40.0   10.0   12.8   27.7    8.3  268.3
  12        11.2    2.2    4.2   -1.8   -4.8   53.8   15.0   13.8   27.7    6.8  343.7
  12        11.0    3.0    3.0   -1.0   -5.0   59.0   15.0   14.8   27.7    3.2  455.0
  12         9.0    3.0    3.0    0.0   -6.0   66.0   15.0   15.6   27.2    2.5  582.7
  12        -3.2    3.8    2.8   -3.2   -3.2   73.2   15.0   16.0   26.4    2.6  646.0
  12        -3.2    1.8    1.8   -3.2   -0.2   68.2    5.0   16.8   26.0    5.3  749.3
  12        -6.0    3.0    3.0   -6.0    0.0   66.0    0.0   17.5   26.0   11.7  865.0
  12        -8.8    2.2    0.2   -3.8    1.2   58.8  -10.0   18.1   26.1   14.1  944.7
  12        -6.2    2.8    1.8   -3.2   -1.2   51.2  -10.0   18.3   26.0   13.5 1025.0
  12         0.2   -2.8   -2.8    3.2    2.2   44.8  -15.0   18.6   26.1   12.7 1121.3
  12         0.0   -2.0   -3.0    4.0    1.0   40.0  -15.0   19.0   26.1   17.3 1217.0
  12        -2.8   -0.8   -0.8    0.2    1.2   42.8   -5.0   19.5   26.1   21.5 1310.3
  12        -2.2   -0.2   -1.2    0.8    0.8   37.2   -5.0   19.7   26.0   26.0 1414.3
  12        -4.0   -3.0   -3.0    6.0    0.0   39.0   -5.0   19.9   26.2   27.8 1494.3
  12         6.0   -3.0   -3.0    5.0    1.0   34.0   -5.0   20.3   26.4   29.2 1577.3
  12         5.2   -2.8   -3.8    5.2    1.2   34.8   -5.0   20.8   26.5   29.6 1672.3
  12         1.8   -0.2   -0.2    0.8   -0.2   33.2    0.0   21.1   26.4   31.3 1732.3
  12        -5.2   -1.2   -0.2    4.8   -3.2   40.2    5.0   21.6   26.8   33.8 1813.0
  12         3.2    1.2   -0.8    0.2   -0.8   31.8   -5.0   22.1   27.3   34.0 1941.3
  12        -2.0    0.0   -2.0    2.0    0.0   32.0   -5.0   22.1   27.6   33.4 2059.7
  12        -2.5    0.5    0.5    0.5   -1.5   32.5    0.0   22.2   27.5   34.4 2142.0
  12         2.0    0.0    0.0    2.0   -2.0   33.0    0.0   22.4   27.7   37.7 2248.7
  12         7.0    0.0   -3.0    6.0   -3.0   28.0   -5.0   22.6   27.9   40.8 2315.3
  12        -4.2    0.8    0.8    1.8   -3.2   34.2    5.0   23.0   28.0   38.1 2366.7
  12        -2.2    2.8    2.8   -4.2   -1.2   32.2    5.0   23.4   28.1   33.8 2379.0
  12        -1.5    2.5    1.5   -3.5   -0.5   31.5    0.0   23.7   28.3   29.8 2366.7
  12         3.0    1.0   -1.0    0.0    0.0   27.0   -5.0   24.2   28.5   27.7 2377.3
  12        -3.0    0.0   -2.0    2.0    0.0   28.0   -5.0   24.2   28.7   22.2 2360.0
  12         5.2    2.2    2.2   -0.8   -3.8   39.8   10.0   12.7   27.9    6.9 1038.0
  12        12.0    1.0    1.0    0.0   -2.0   38.0    5.0   12.9   28.0    6.2 1174.3
  12         2.8    3.8    2.8   -3.2   -3.2   42.2    5.0   12.5   28.3    6.9 1306.7
  12         0.0    0.0    0.0    2.0   -2.0   45.0    5.0   12.9   28.5    4.4 1430.3
  12        -2.5    0.5    0.5    3.5   -4.5   47.5    5.0   13.3   28.5    4.7 1557.0
  12        -6.8    1.2    1.2   -0.8   -1.8   46.8    5.0   13.4   28.4    6.6 1705.3
  12        -6.2    0.8   -0.2   -2.2    1.8   46.2    0.0   13.6   27.6    8.5 1810.0
  12        -3.0    0.0   -1.0    2.0   -1.0   38.0   -5.0   13.8   27.7   14.0 1865.3
  12        -2.8   -1.8   -1.8    4.2   -0.8   37.8   -5.0   14.2   27.8   17.4 1802.3
  12        -1.5   -0.5   -0.5    2.5   -1.5   31.5   -5.0   14.0   27.9   17.6 1655.7
  12        -1.5    0.5   -0.5    0.5   -0.5   31.5   -5.0   14.1   27.5   19.4 1534.3
  12        -7.8    0.2    0.2    0.2   -0.8   32.8    0.0   14.4   27.7   20.9 1421.0
  12        -2.5   -0.5   -1.5    1.5    0.5   27.5   -5.0   14.5   27.8   20.5 1331.0
  12        13.0    3.0    2.0   -1.0   -4.0   32.0    5.0   31.2   28.2   17.5 1399.0
  12        13.5    1.5   -0.5    1.5   -2.5   31.5    0.0   31.2   28.2   18.7 1415.7
  12        13.2    1.2   -0.8    1.2   -1.8   31.8    0.0   31.2   28.1   17.4 1418.3
  12         2.2    1.2    0.2    1.2   -2.8   37.8    5.0   32.0   27.7   16.9 1351.0
  12         4.0    3.0    2.0   -1.0   -4.0   36.0    5.0   32.2   27.8   16.7 1313.0
  12         3.0    0.0   -2.0    4.0   -2.0   37.0    0.0   33.3   27.5   15.4 1204.3
  12         3.8    0.8   -0.2    0.8   -1.2   36.2    0.0   34.7   27.6   12.5 1074.0
  12         3.0   -1.0   -2.0    3.0    0.0   27.0    0.0   15.7   27.5   10.5 1463.3
  12         6.2    0.2    0.2    1.2   -1.8   23.8    0.0   16.0   27.3   17.0 1460.0
  12        -5.0    1.0    1.0    1.0   -3.0   30.0    5.0   16.6   27.6   20.0 1504.7
  12        -6.0   -1.0    0.0    2.0   -1.0   31.0    5.0   16.4   27.6   17.7 1482.0
  12         2.0   -1.0   -2.0    1.0    2.0   23.0   -5.0   16.7   27.6   20.1 1511.7
  12         1.5   -1.5   -2.5    3.5    0.5   23.5   -5.0   17.5   27.8   26.1 1591.7
  12         1.2    0.2    0.2    0.2   -0.8   23.8    0.0   17.8   27.9   28.9 1595.0
  12         0.8   -0.2   -1.2    3.8   -2.2   24.2    0.0   18.0   28.2   29.7 1544.7
  12         0.5   -0.5   -1.5    4.5   -2.5   24.5    0.0   18.1   28.2   32.4 1529.3
  12         0.8   -0.2   -1.2    3.8   -2.2   24.2    0.0   18.4   28.3   32.0 1526.7
  12         0.8    1.8    0.8   -0.2   -2.2   34.2    5.0   13.5   28.4    6.7 1807.7
  12        -3.8    2.2    3.2    1.2   -6.8   38.8   10.0   14.1   28.2    9.9 1819.0
  12        -5.2   -0.2   -1.2    1.8   -0.2   40.2    5.0   14.7   28.2   11.0 1795.3
  12         1.0   -2.0   -3.0    3.0    2.0   39.0    0.0   15.1   28.0   12.1 1725.3
  12         2.2   -2.8   -2.8    3.2    2.2   37.8    0.0   15.9   27.6   13.1 1712.0
  12         5.2   -0.8   -0.8    3.2   -1.8   34.8    0.0   16.3   27.4   11.8 1637.7
  12         5.5   -0.5   -0.5    4.5   -3.5   34.5    0.0   16.8   27.7   13.2 1610.0
  12         5.2   -0.8   -0.8    5.2   -3.8   34.8    0.0   17.4   27.9   13.4 1590.7
  12         4.0    0.0    1.0    2.0   -3.0   41.0    5.0   18.6   27.9   12.3 1642.7
  12         3.0   -1.0   -2.0    7.0   -4.0   42.0    0.0   19.4   28.1    9.1 1683.0
  12        -2.0    1.0    2.0    0.0   -3.0   47.0    5.0   20.1   28.1    8.7 1736.3
  12        -9.2   -0.2   -0.2   -1.2    1.8   49.2    5.0   20.7   28.1    8.3 1773.3
  12        -5.8   -0.8   -0.8    0.2    1.2   45.8    0.0   21.3   28.3   11.1 1769.3
  12         0.5   -1.5   -2.5    5.5   -1.5   39.5   -5.0   21.8   28.7   10.5 1735.0
  12        -3.8   -3.8   -4.8    5.2    3.2   43.8   -5.0   21.4   28.3   13.2 1776.3
  12       -10.2   -4.2   -5.2    0.8    8.8   45.2    0.0   20.9   28.1   20.6 1812.0
  12        -6.8   -0.8   -0.8   -1.8    3.2   41.8    0.0   20.5   28.0   24.1 1778.0
  12         1.5   -0.5   -1.5    3.5   -1.5   33.5   -5.0   20.9   27.8   30.7 1866.3
  12        -1.5   -2.5   -4.5    5.5    1.5   36.5   -5.0   20.4   27.8   27.4 1803.3
  12        -1.8   -1.8   -2.8    2.2    2.2   36.8    0.0   20.0   27.8   25.0 1768.0
  12        -7.0   -1.0   -2.0    2.0    1.0   37.0    0.0   20.1   27.6   22.0 1789.7
  12        -6.0    0.0   -1.0    3.0   -2.0   36.0    0.0   20.0   27.5   20.9 1805.7
  12        -4.5    1.5   -0.5    2.5   -3.5   34.5    0.0   19.8   27.4   22.9 1806.0
  12        -3.8    1.2    0.2   -0.8   -0.8   33.8    0.0   20.4   27.5   22.3 1896.0
  12         3.2    2.2    0.2   -0.8   -1.8   26.8   -5.0   21.4   27.5   21.7 1991.3
  12         2.5    3.5    1.5   -3.5   -1.5   27.5    0.0   21.6   27.6   22.7 1997.3
  12         0.2    1.2    0.2    1.2   -2.8   29.8    0.0   21.9   27.7   21.6 2015.7
  12         6.2    1.2   -1.8    0.2    0.2   23.8   -5.0   22.4   27.8   20.5 2074.3
  12         6.0    1.0   -2.0    1.0    0.0   24.0   -5.0   22.8   27.8   20.7 2098.7
  12        -0.8    2.2    1.2   -0.8   -2.8   30.8    5.0   23.1   27.8   20.6 2101.7
  12         0.0    3.0    2.0   -2.0   -3.0   30.0    5.0   23.5   27.7   19.1 2091.3
  12         1.5    2.5    1.5   -1.5   -2.5   28.5    0.0   24.3   27.8   17.7 2080.7
  12        -4.0    2.0    1.0   -2.0   -1.0   29.0    0.0   24.5   27.8   16.9 2028.0
  12        -1.0    2.0    0.0    0.0   -2.0   31.0    0.0   27.5   29.5   21.0  865.3
  12        -1.8    2.2    1.2    0.2   -3.8   36.8    5.0   27.8   29.5   20.5  901.0
  12         3.8    0.8   -1.2    3.8   -3.2   31.2    0.0   27.8   29.7   21.8  886.3
  12        13.0    0.0   -2.0    5.0   -3.0   32.0    0.0   26.9   29.8   21.0  790.3
  12        16.0   -1.0   -1.0    6.0   -4.0   39.0    5.0   26.7   29.6   20.4  761.7
  12        16.5    0.5    0.5    3.5   -4.5   43.5    5.0   26.6   29.7   20.1  747.7
  12         2.5    1.5    5.5    0.5   -7.5   62.5   20.0   26.0   29.7   18.0  685.3
  12         2.0    1.0    3.0    5.0   -9.0   68.0   15.0   25.7   29.8   18.8  634.0
  12         9.8   -0.2   -3.2    4.8   -1.2   70.2    5.0   25.5   29.7   17.1  589.0
  12        20.2   -2.8   -1.8    0.2    4.2   79.8   10.0   24.6   29.7   20.2  491.7
  12        26.5   -0.5   -0.5    3.5   -2.5   83.5   15.0   24.4   29.8   21.8  440.7
  12         6.8   -0.2    3.8   -3.2   -0.2  108.2   30.0   23.8   29.8   16.6  377.3
  12         4.2   -0.8    1.2    3.2   -3.8  110.8   25.0   23.5   29.7   13.7  326.0
  12         8.5    1.5   -0.5    5.5   -6.5  111.5   10.0   23.1   29.7   11.8  285.0
  12         4.5    1.5   -1.5    3.5   -3.5  115.5   10.0   23.2   29.7    9.7  270.0
  12         3.0    2.0    0.0    4.0   -6.0  112.0    5.0   23.3   29.8    9.4  275.3
  12        -1.5    4.5   -0.5   -1.5   -2.5  111.5    0.0   23.5   29.7    6.6  288.0
  12         2.2    3.2   -0.8   -0.8   -1.8  112.8    0.0   23.9   29.7    9.7  338.0
  12        12.5    1.5    0.5   -4.5    2.5  107.5   -5.0   24.5   29.7   11.4  410.0
  12        26.8   -1.2   -1.2   -3.2    5.8  108.2   -5.0   25.1   29.5   19.5  499.7
  12        23.0   -1.0    0.0    0.0    1.0  107.0    0.0   25.8   29.2   24.0  605.7
  12         5.0   -2.0    0.0    0.0    2.0  110.0    5.0   26.7   28.9   24.9  747.7
  12       -17.0   -2.0    1.0   -2.0    3.0  122.0   20.0   27.7   28.7   26.6  862.7
  12        -3.8    1.2   -0.8   -8.8    8.2   98.8  -20.0   28.7   28.3   26.0  953.3
  12        -7.8   -1.8   -6.8   -2.8   11.2   92.8  -25.0   30.2   27.6   20.9  992.0
  12       -13.5    1.5   -0.5   -4.5    3.5   88.5   -5.0   31.6   26.9   19.4  983.0
  12        -4.8    2.2    0.2   -6.8    4.2   79.8  -15.0   32.8   26.8   14.6  951.3
  12         3.0    0.0   -2.0   -1.0    3.0   72.0  -20.0   33.6   26.7   14.8  961.0
  12         6.8    0.8   -1.2   -2.2    2.8   68.2  -15.0   34.5   26.7   12.5  921.3
  12         2.0    0.0    0.0   -2.0    2.0   73.0    0.0   35.4   26.6   12.4  869.7
  12         0.8   -0.2    0.8   -3.2    2.8   74.2    0.0   36.3   26.6   14.9  826.0
  12        -3.2    0.8    1.8   -1.2   -1.2   73.2    0.0   37.2   26.7   17.3  786.7
  12        -5.5   -0.5    0.5    0.5   -0.5   75.5    0.0   37.9   26.5   18.6  779.0
  12         1.5   -0.5   -0.5   -1.5    2.5   68.5   -5.0   38.7   26.3   20.3  785.7
  12        -4.2   -1.2   -2.2   -0.2    3.8   69.2   -5.0   39.5   25.4   24.6  765.0
  12        -7.2   -1.2   -2.2    0.8    2.8   67.2    0.0   40.4   23.3   28.2  749.0
  12         1.5   -1.5   -1.5    0.5    2.5   58.5   -5.0   40.9   21.8   35.4  830.7
  12        13.0    0.0   -1.0    2.0   -1.0   32.0    0.0   24.1   28.3    6.0  363.7
  12         6.2    2.2    3.2    1.2   -6.8   43.8   10.0   25.1   28.0    5.0  384.0
  12        11.2    1.2    3.2   -0.8   -3.8   43.8   10.0   26.2   27.6    7.6  401.0
  12        13.5    2.5    2.5   -4.5   -0.5   46.5    5.0   28.1   27.2   14.2  462.3
  12         3.0   -1.0   -1.0    0.0    2.0   57.0   10.0   29.5   26.8   16.6  491.3
  12         6.8    0.8    1.8   -2.2   -0.2   58.2   10.0   31.0   25.9   20.7  523.7
  12         4.8   -2.2   -0.2    1.8    0.8   65.2   10.0   32.7   25.1   25.5  556.7
  12        10.0    0.0    0.0   -3.0    3.0   65.0    5.0   34.6   24.4   31.2  668.7
  12         1.2    1.2   -0.8   -3.8    3.2   63.8    0.0   36.7   23.9   36.8  755.7
  12         5.0    2.0    1.0    2.0   -5.0   30.0    0.0   29.5   25.5   17.5  448.3
  12         9.0    2.0    0.0    2.0   -4.0   31.0    0.0   30.1   25.7   15.4  348.7
  12         9.0    3.0    0.0   -1.0   -2.0   31.0    0.0   30.7   26.3   19.0  229.0
  12         3.8    2.8   -0.2    0.8   -3.2   31.2    0.0   31.4   26.3   21.7  132.0
  12        -4.0    3.0    1.0    1.0   -5.0   34.0    0.0   31.4   26.3   21.1  124.7
  12        -2.0    3.0    3.0   -1.0   -5.0   32.0    0.0   32.0   25.6   20.9   90.0
  12         0.0    2.0    1.0   -3.0    0.0   25.0  -10.0   33.1   24.3   22.6  -20.3
  12        -2.0    1.0    1.0   -3.0    1.0   27.0   -5.0   33.4   24.5   19.2  -69.0
  12        -3.0    1.0    2.0    0.0   -3.0   33.0    5.0   35.5   25.1    8.1  133.3
  12         1.8    1.8    1.8    0.8   -4.2   33.2    5.0   35.9   25.2    8.4  202.0
  12         2.5   -0.5   -1.5    2.5   -0.5   32.5    0.0   35.9   25.9    8.4  287.0
  12         4.2    1.2    0.2    1.2   -2.8   30.8    0.0   36.0   24.8   11.8  412.7
  12        -1.0    2.0    2.0    1.0   -5.0   36.0    5.0   35.9   24.1   17.6  536.0
  12        -3.8    3.2    3.2   -3.8   -2.8   33.8    5.0   35.8   23.5   21.7  622.7
  12        -2.8    2.2    1.2   -2.8   -0.8   32.8    0.0   35.8   23.6   26.2  697.7
  12         9.0    0.0   -2.0    2.0    0.0   31.0    0.0   24.0   28.3   24.5  270.0
  12         5.8    0.8   -0.2   -1.2    0.8   39.2    5.0   24.6   28.3   17.7  311.7
  12         6.5   -0.5   -3.5    2.5    1.5   38.5    0.0   25.9   28.4   19.8  338.3
  12        -5.0    1.0    1.0   -3.0    1.0   50.0   10.0   28.0   28.2   25.4  193.3
  12         2.0   -7.0   -6.0    4.0    9.0   43.0    5.0   29.8   27.9   31.2   49.0
  12         9.5    0.5   -0.5    0.0    0.0   30.5    0.0   20.1   29.4   12.8   90.0
  12         7.0    0.0    2.0   -2.0    0.0   28.0    0.0   20.2   28.9   12.0   41.3
  12        -2.0    2.0    2.0   -4.0    0.0   32.0    5.0   20.6   28.8   12.8   32.7
  12         3.0    3.0    3.0   -5.0   -1.0   32.0    5.0   13.7   27.1    6.7 1904.7
  12        -1.2    2.8    3.8   -3.2   -3.2   36.2    5.0   14.3   26.9    4.7 1916.3
  12         3.8    3.8    3.8   -5.2   -2.2   36.2    5.0   15.3   26.7    4.1 1911.7
  12         5.0    2.0    2.0   -3.0   -1.0   35.0    0.0   15.8   26.7    5.3 1843.7
  12        -1.5    2.5    3.5   -3.5   -2.5   41.5    5.0   16.3   26.9    7.4 1804.0
  12         3.5    0.5    1.5    0.5   -2.5   41.5    5.0   16.7   26.9   11.6 1803.7
  12         4.8   -0.2   -0.2   -2.2    2.8   40.2    0.0   17.2   27.0   13.7 1799.0
  12        -1.8    1.2   -0.8   -4.8    4.2   41.8    0.0   17.4   27.1   11.4 1775.0
  12        -0.5    1.5   -0.5   -1.5    0.5   40.5    0.0   17.8   27.1   13.7 1754.0
  12         1.2    0.2    0.2    2.2   -2.8   38.8    0.0   18.1   27.1   15.9 1728.3
  12         7.2    0.2   -0.8   -0.8    1.2   32.8   -5.0   18.5   27.2   19.0 1711.7
  12        10.0    0.0   -2.0    0.0    2.0   35.0   -5.0   18.9   27.4   20.8 1694.7
  12         8.2   -0.8   -2.8    2.2    1.2   36.8    0.0   19.5   27.6   22.3 1693.3
  12         8.8   -2.2   -3.2    4.8    0.8   36.2    0.0   20.6   27.6   26.9 1717.0
  12         5.5   -1.5   -1.5    4.5   -1.5   34.5    0.0   21.5   27.5   29.7 1673.0
  12        -8.8    1.2    3.2   -1.8   -2.8   43.8   10.0   22.1   27.7   30.4 1595.0
  12        -1.8    1.2    0.2    0.2   -1.8   36.8    0.0   22.4   28.3   30.1 1473.7
  12         5.0    1.0   -2.0    3.0   -2.0   30.0  -10.0   23.1   28.6   30.8 1338.0
  12        -2.0    0.0   -1.0    2.0   -1.0   32.0   -5.0   23.5   28.8   29.7 1205.0
  12         3.5    0.5   -0.5    0.5   -0.5   26.5   -5.0   24.1   29.1   28.4 1095.3
  12         4.5    2.5    1.5   -3.5   -0.5   25.5   -5.0   24.6   29.2   26.2 1001.3
  12         4.8    2.8    1.8   -4.2   -0.2   25.2   -5.0   24.9   29.3   22.3  929.0
  12        -3.8    2.2    1.2   -0.8   -2.8   28.8    0.0   25.3   29.3   19.9  876.3
